what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1487211518641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211530065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211535639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211535737
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487211535751
activated,view,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.DoradoExplorer",1487211538695
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487211539086
activated,view,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.DoradoExplorer",1487211542103
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487211542696
closed,view,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.DoradoExplorer",1487211542696
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1487211543963
closed,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487211543978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211547868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211560125
opened,view,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.DoradoExplorer",1487211560179
activated,view,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.DoradoExplorer",1487211560230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1487211560230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1487211560230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211572543
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1487211597958
started,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1487211605488
started,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1487211605488
started,bundle,org.eclipse.jst.ws.annotations.core,1.1.0.v201104031139,"org.eclipse.jst.ws.annotations.core",1487211605535
started,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v201107221501,"org.eclipse.datatools.enablement.jdt.classpath",1487211610189
started,bundle,org.eclipse.datatools.connectivity,1.2.4.v201202041105,"org.eclipse.datatools.connectivity",1487211610236
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.2.v201111190813,"org.eclipse.datatools.connectivity.ui",1487211610236
started,bundle,org.eclipse.datatools.connectivity.apache.derby,1.0.102.v201107221459,"org.eclipse.datatools.connectivity.apache.derby",1487211610314
started,bundle,org.eclipse.datatools.enablement.msft.sqlserver,1.0.1.v201107221504,"org.eclipse.datatools.enablement.msft.sqlserver",1487211610314
started,bundle,org.eclipse.datatools.enablement.sqlite,1.0.0.v201002041100,"org.eclipse.datatools.enablement.sqlite",1487211610314
started,bundle,org.eclipse.datatools.enablement.sybase.asa,1.0.1.v201107221507,"org.eclipse.datatools.enablement.sybase.asa",1487211610314
started,bundle,org.eclipse.datatools.enablement.sybase.ase,1.0.2.v201201131122,"org.eclipse.datatools.enablement.sybase.ase",1487211610314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211617972
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487211622760
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487211622791
activated,view,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.DoradoExplorer",1487211638205
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487211638909
activated,view,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.DoradoExplorer",1487211641678
